

('Nike Men Blue T20 Indian Cricket Jersey', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Winter', 'Nam', 'Áo', '11', '20', 'upload/1.jpg', 10, 'nike-men-blue-t20-indian-cricket-jersey'),
('Nike Light Green Women T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Green', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/805.jpg', 10, 'nike-light-green-women-t-shirt'),
('Nike JDI Pink Women T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Pink', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/806.jpg', 10, 'nike-jdi-pink-women-t-shirt'),
('Nike Womens Sphere Pink T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Pink', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/807.jpg', 10, 'nike-womens-sphere-pink-t-shirt'),
('Nike Women Black T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/808.jpg', 10, 'nike-women-black-t-shirt'),
('Nike Women Blue T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/809.jpg', 10, 'nike-women-blue-t-shirt'),
('Nike Women SS Pink T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Pink', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/810.jpg', 10, 'nike-women-ss-pink-t-shirt'),
('Nike Women Accuracy Black T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/811.jpg', 10, 'nike-women-accuracy-black-t-shirt'),
('Nike Women Accuracy Pink T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Pink', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/812.jpg', 10, 'nike-women-accuracy-pink-t-shirt'),
('Nike Womens Miller Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/813.jpg', 10, 'nike-womens-miller-top'),
('Nike Women Cruiser Pink T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Pink', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/814.jpg', 10, 'nike-women-cruiser-pink-t-shirt'),
('Nike Women DPT Black T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/815.jpg', 10, 'nike-women-dpt-black-t-shirt'),
('Nike Women DPT Pink T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Pink', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/816.jpg', 10, 'nike-women-dpt-pink-t-shirt'),
('Nike Women Purple Polo T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Purple', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/817.jpg', 10, 'nike-women-purple-polo-t-shirt'),
('Nike Women Pink Polo T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Pink', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/818.jpg', 10, 'nike-women-pink-polo-t-shirt'),
('Nike Women Icon SS White T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/819.jpg', 10, 'nike-women-icon-ss-white-t-shirt'),
('Nike Women Icon SS Pink T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Pink', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/820.jpg', 10, 'nike-women-icon-ss-pink-t-shirt'),
('Nike Women Blue Polo T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/821.jpg', 10, 'nike-women-blue-polo-t-shirt'),
('Nike Women Purple Polo T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Purple', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/822.jpg', 10, 'nike-women-purple-polo-t-shirt'),
('Nike Women Miller Blue T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/823.jpg', 10, 'nike-women-miller-blue-t-shirt'),
('Nike Womens Pink T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Pink', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/824.jpg', 10, 'nike-womens-pink-t-shirt'),
('Nike Womens Green Polo T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/825.jpg', 10, 'nike-womens-green-polo-t-shirt'),
('Nike Womens Cruiser Pink T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Pink', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/826.jpg', 10, 'nike-womens-cruiser-pink-t-shirt'),
('Nike Womens Luck White T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/827.jpg', 10, 'nike-womens-luck-white-t-shirt'),
('Puma Women Black Spagetti Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/828.jpg', 10, 'puma-women-black-spagetti-top'),
('Puma Women Spagetti Dahlia Purple Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Purple', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/829.jpg', 10, 'puma-women-spagetti-dahlia-purple-top'),
('Puma Women Spagetti White Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/830.jpg', 10, 'puma-women-spagetti-white-top'),
('Puma Women Purple Blouson Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Purple', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/831.jpg', 10, 'puma-women-purple-blouson-top'),
('Puma Women Island Green Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Green', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/832.jpg', 10, 'puma-women-island-green-top'),
('Domyos Womens Proteen White T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/833.jpg', 10, 'domyos-womens-proteen-white-t-shirt'),
('Domyos Women Newtone Black Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/834.jpg', 10, 'domyos-women-newtone-black-top'),
('Domyos Womens Actizen Black T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/835.jpg', 10, 'domyos-womens-actizen-black-t-shirt'),
('Domyos Women Black Tank Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/836.jpg', 10, 'domyos-women-black-tank-top'),
('Domyos Women Black Sports Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/837.jpg', 10, 'domyos-women-black-sports-top'),
('Domyos Women White Sports Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/838.jpg', 10, 'domyos-women-white-sports-top'),
('Quechua Women Pink T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Pink', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/839.jpg', 10, 'quechua-women-pink-t-shirt'),
('Quechua Womens Blue T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/840.jpg', 10, 'quechua-womens-blue-t-shirt'),
('Tribord Women Tankini Black Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/841.jpg', 10, 'tribord-women-tankini-black-top'),
('ADIDAS Women Fiesta Purple T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Purple', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/842.jpg', 10, 'adidas-women-fiesta-purple-t-shirt'),
('ADIDAS Women Maroon T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Maroon', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/843.jpg', 10, 'adidas-women-maroon-t-shirt'),
('ADIDAS Womens Icon White T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/844.jpg', 10, 'adidas-womens-icon-white-t-shirt'),
('Inkfruit Women Black T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Winter', 'Nữ', 'Áo', '12', '24', 'upload/845.jpg', 10, 'inkfruit-women-black-t-shirt'),
('Inkfruit Womens Mesmerize Black T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/846.jpg', 10, 'inkfruit-womens-mesmerize-black-t-shirt'),
('Inkfruit Womens Chirfhy Black T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/847.jpg', 10, 'inkfruit-womens-chirfhy-black-t-shirt'),
('Inkfruit Womens Love Wood Orange T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Orange', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/848.jpg', 10, 'inkfruit-womens-love-wood-orange-t-shirt'),
('Inkfruit Womens Confession Green T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Green', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/849.jpg', 10, 'inkfruit-womens-confession-green-t-shirt'),
('Inkfruit Women Happy Dolphin Purple T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Purple', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/850.jpg', 10, 'inkfruit-women-happy-dolphin-purple-t-shirt'),
('DUSG Women Bandhavgarh Organic Aqua Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/851.jpg', 10, 'dusg-women-bandhavgarh-organic-aqua-top'),
('DUSG Women Reuse Reduce Bamboo Yellow Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Yellow', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/852.jpg', 10, 'dusg-women-reuse-reduce-bamboo-yellow-top'),
('DUSG Womens Green Polo T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/853.jpg', 10, 'dusg-womens-green-polo-t-shirt'),
('DUSG Womens Brown Polo T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Multi', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/854.jpg', 10, 'dusg-womens-brown-polo-t-shirt'),
('DUSG Womens Red Polo T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Maroon', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/855.jpg', 10, 'dusg-womens-red-polo-t-shirt'),
('DUSG Womens Mother & Child Bamboo Sand T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Peach', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/856.jpg', 10, 'dusg-womens-mother-child-bamboo-sand-t-shirt'),
('DUSG Women Crane Bamboo Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Multi', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/857.jpg', 10, 'dusg-women-crane-bamboo-top'),
('DUSG Womens Play Lady Organic Blue T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/858.jpg', 10, 'dusg-womens-play-lady-organic-blue-t-shirt'),
('DUSG Women Peacock Ladies Organic Cotton Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Maroon', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/859.jpg', 10, 'dusg-women-peacock-ladies-organic-cotton-top'),
('DUSG Women Uttarkashi Organic Endive Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Yellow', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/860.jpg', 10, 'dusg-women-uttarkashi-organic-endive-top'),
('DUSG Women Rishikesh Organic Wheat Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Yellow', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/861.jpg', 10, 'dusg-women-rishikesh-organic-wheat-top'),
('Puma Womens Heroes Green T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Green', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/862.jpg', 10, 'puma-womens-heroes-green-t-shirt'),
('Puma Womens Lifestyle Purple Polo T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Purple', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/863.jpg', 10, 'puma-womens-lifestyle-purple-polo-t-shirt'),
('Puma Womens Punk Graphic White T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/864.jpg', 10, 'puma-womens-punk-graphic-white-t-shirt'),
('Puma Womens Punk Graphic Pink T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Pink', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/865.jpg', 10, 'puma-womens-punk-graphic-pink-t-shirt'),
('Puma Women White Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/866.jpg', 10, 'puma-women-white-top'),
('Puma Womens Graphic V-Neck Grey T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Grey', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/867.jpg', 10, 'puma-womens-graphic-v-neck-grey-t-shirt'),
('Lee Women Fergie Orange T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Red', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/868.jpg', 10, 'lee-women-fergie-orange-t-shirt'),
('Lee Womens Hillary Black T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/869.jpg', 10, 'lee-womens-hillary-black-t-shirt'),
('Lee Women Zoe Dark Peach T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Peach', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/870.jpg', 10, 'lee-women-zoe-dark-peach-t-shirt'),
('Tantra Women Tiger Black T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/871.jpg', 10, 'tantra-women-tiger-black-t-shirt'),
('Tantra Womens Right Now White T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/872.jpg', 10, 'tantra-womens-right-now-white-t-shirt'),
('Tantra Women Right Now Grey T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Grey', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/873.jpg', 10, 'tantra-women-right-now-grey-t-shirt'),
('Tantra Womens Hint Lime Green T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Yellow', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/874.jpg', 10, 'tantra-womens-hint-lime-green-t-shirt'),
('Tantra Women Cream T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Cream', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/875.jpg', 10, 'tantra-women-cream-t-shirt'),
('Tantra Womens Shlokas Green T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Green', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/876.jpg', 10, 'tantra-womens-shlokas-green-t-shirt'),
('Tantra Womens Shlokas Blue T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/877.jpg', 10, 'tantra-womens-shlokas-blue-t-shirt'),
('Tantra Womens Cut Crap Purple T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Purple', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/878.jpg', 10, 'tantra-womens-cut-crap-purple-t-shirt'),
('Tantra Womens Cut Crap Chocolate T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Tan', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/879.jpg', 10, 'tantra-womens-cut-crap-chocolate-t-shirt'),
('Tantra Womens Red Flower Heart Yellow T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Yellow', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/880.jpg', 10, 'tantra-womens-red-flower-heart-yellow-t-shirt'),
('Tantra Womens Green Flower Heart Yellow T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Yellow', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/881.jpg', 10, 'tantra-womens-green-flower-heart-yellow-t-shirt'),
('Tantra Womens Tiger Black T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/882.jpg', 10, 'tantra-womens-tiger-black-t-shirt'),
('Tantra Womens Prism Blue T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/883.jpg', 10, 'tantra-womens-prism-blue-t-shirt'),
('Tantra Womens Prism Purple T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Purple', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/884.jpg', 10, 'tantra-womens-prism-purple-t-shirt'),
('Tantra Womens Ornament Red T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Red', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/885.jpg', 10, 'tantra-womens-ornament-red-t-shirt'),
('Tantra Womens Ornament Yellow T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Yellow', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/886.jpg', 10, 'tantra-womens-ornament-yellow-t-shirt'),
('Myntra Women Brain Black T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/887.jpg', 10, 'myntra-women-brain-black-t-shirt'),
('Myntra Women Creative designs Black T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/888.jpg', 10, 'myntra-women-creative-designs-black-t-shirt'),
('Myntra Womens Work Hard/ Smart T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/889.jpg', 10, 'myntra-womens-work-hard-smart-t-shirt'),
('Myntra Womens I Only Give Negative Feedback Black T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/890.jpg', 10, 'myntra-womens-i-only-give-negative-feedback-black-t-shirt'),
('Myntra Womens Stop Staring Navy Blue T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Navy Blue', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/891.jpg', 10, 'myntra-womens-stop-staring-navy-blue-t-shirt'),
('Delhi Daredevils Womens Match Jersey', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/892.jpg', 10, 'delhi-daredevils-womens-match-jersey'),
('Pune Warriors Womens Match Jersey', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/893.jpg', 10, 'pune-warriors-womens-match-jersey'),
('ADIDAS Women Fresh Graphic White T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/894.jpg', 10, 'adidas-women-fresh-graphic-white-t-shirt'),
('ADIDAS Womens Black T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/895.jpg', 10, 'adidas-womens-black-t-shirt'),
('Myntra Womens Hero Within White T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/896.jpg', 10, 'myntra-womens-hero-within-white-t-shirt'),
('Myntra Womens Reaching The Moon Black T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/897.jpg', 10, 'myntra-womens-reaching-the-moon-black-t-shirt'),
('Myntra Womens I Know I Am Not Black T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/898.jpg', 10, 'myntra-womens-i-know-i-am-not-black-t-shirt'),
('Myntra Womens I'm Smiling Because Black T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/899.jpg', 10, 'myntra-womens-i-m-smiling-because-black-t-shirt'),
('Myntra Womens Hard Work Never Black T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/900.jpg', 10, 'myntra-womens-hard-work-never-black-t-shirt'),
('Myntra Womens I Want You Black T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/901.jpg', 10, 'myntra-womens-i-want-you-black-t-shirt'),
('Myntra Womens Saadhu Starter Kit Black T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/902.jpg', 10, 'myntra-womens-saadhu-starter-kit-black-t-shirt'),
('Myntra Womens Bloody Cool Black T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/903.jpg', 10, 'myntra-womens-bloody-cool-black-t-shirt'),
('ADIDAS Women Black Training T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/904.jpg', 10, 'adidas-women-black-training-t-shirt'),
('ADIDAS Womens Tank Blue T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/905.jpg', 10, 'adidas-womens-tank-blue-t-shirt'),
('ADIDAS Womens Royal Lavender T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Purple', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/906.jpg', 10, 'adidas-womens-royal-lavender-t-shirt'),
('Puma Deccan Chargers Women Jersey', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/907.jpg', 10, 'puma-deccan-chargers-women-jersey'),
('Puma Women Deccan Chargers Blue T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/908.jpg', 10, 'puma-women-deccan-chargers-blue-t-shirt'),
('Inkfruit Womens Born Free Black T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/909.jpg', 10, 'inkfruit-womens-born-free-black-t-shirt'),
('Inkfruit Women Adam & God Black T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/910.jpg', 10, 'inkfruit-women-adam-god-black-t-shirt'),
('Tantra Women Cool Pink Long T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Pink', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/911.jpg', 10, 'tantra-women-cool-pink-long-t-shirt'),
('Tantra Womens Cool Yellow Long T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Yellow', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/912.jpg', 10, 'tantra-womens-cool-yellow-long-t-shirt'),
('Tantra Womens Shloka Navy Long T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Navy Blue', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/913.jpg', 10, 'tantra-womens-shloka-navy-long-t-shirt'),
('Tantra Womens Flower Heart Lavender Long T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Purple', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/914.jpg', 10, 'tantra-womens-flower-heart-lavender-long-t-shirt'),
('Tantra Women Flower Heart Black Long T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/915.jpg', 10, 'tantra-women-flower-heart-black-long-t-shirt'),
('Tantra Womens Prism Black Long T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/916.jpg', 10, 'tantra-womens-prism-black-long-t-shirt'),
('Tantra Women Ornament Lavender Long T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Purple', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/917.jpg', 10, 'tantra-women-ornament-lavender-long-t-shirt'),
('Tantra Womens Ornament Navy Long T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Navy Blue', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/918.jpg', 10, 'tantra-womens-ornament-navy-long-t-shirt'),
('Lee Womens Green T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Green', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/919.jpg', 10, 'lee-womens-green-t-shirt'),
('Lee  Womens Blue T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/920.jpg', 10, 'lee-womens-blue-t-shirt'),
('Mumbai Indians Womens Match Jersey', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/921.jpg', 10, 'mumbai-indians-womens-match-jersey'),
('Disney Kids Girl Pooh Pink And White Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Pink', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/922.jpg', 10, 'disney-kids-girl-pooh-pink-and-white-top'),
('Jealous 21 Women Yellow Cat T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Yellow', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/923.jpg', 10, 'jealous-21-women-yellow-cat-t-shirt'),
('Jealous 21 Womens Peach Trendy T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Peach', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/924.jpg', 10, 'jealous-21-womens-peach-trendy-t-shirt'),
('Jealous 21 Womens Green Owl T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Green', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/925.jpg', 10, 'jealous-21-womens-green-owl-t-shirt'),
('Jealous 21 Womens Black Butterfly T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/926.jpg', 10, 'jealous-21-womens-black-butterfly-t-shirt'),
